device_id,seq,timestamp,arrival_time,duplicate_flag,gap_flag,cpu_ms_per_report
1001,0,410618414,1765642177.070837,0,0,0.0373
1001,1,410619501,1765642178.157347,0,0,0.0486
1001,2,410620449,1765642179.105794,0,0,0.0240
1001,3,410621371,1765642180.027562,0,0,0.0239
1001,4,410622454,1765642181.111092,0,0,0.0272
1001,5,410623427,1765642182.084203,0,0,0.0178
1001,6,410624515,1765642183.171493,0,0,0.0413
1001,7,410625593,1765642184.249499,0,0,0.0294
1001,8,410626632,1765642185.288400,0,0,0.0302
1001,9,410627614,1765642186.270814,0,0,0.0294
1001,10,410628595,1765642187.251495,0,0,0.0325
1001,11,410629631,1765642188.288427,0,0,0.0595
1001,12,410630589,1765642189.246149,0,0,0.0355
1001,13,410630036,1765642188.692594,0,0,0.0262
1001,14,410631078,1765642189.734729,0,0,0.0603
1001,15,410632146,1765642190.802447,0,0,0.0149
1001,16,410633180,1765642191.836800,0,0,0.0343
1001,17,410634166,1765642192.823026,0,0,0.0346
1001,18,410635185,1765642193.842164,0,0,0.0457
1001,19,410636175,1765642194.831717,0,0,0.0198
1001,20,410637096,1765642195.752815,0,0,0.0297
1001,21,410638192,1765642196.848505,0,0,0.0257
1001,22,410639187,1765642197.843904,0,0,0.0290
1001,23,410640220,1765642198.876499,0,0,0.0228
1001,24,410641197,1765642199.853837,0,0,0.0304
1001,25,410642237,1765642200.893738,0,0,0.0245
1001,26,410643216,1765642201.872751,0,0,0.0436
1001,27,410644225,1765642202.881532,0,0,0.0348
1001,28,410645197,1765642203.853331,0,0,0.0288
1001,29,410646287,1765642204.943739,0,0,0.0301
1001,30,410647356,1765642206.012567,0,0,0.0316
1001,31,410648436,1765642207.092625,0,0,0.0218
1001,32,410649459,1765642208.115599,0,0,0.0171
1001,33,410650421,1765642209.078154,0,0,0.0146
1001,34,410651343,1765642210.000134,0,0,0.0189
1001,35,410652299,1765642210.955401,0,0,0.0153
1001,36,410653245,1765642211.901420,0,0,0.0191
1001,37,410654303,1765642212.959478,0,0,0.0205
1001,38,410655379,1765642214.035926,0,0,0.0421
1001,39,410656315,1765642214.972094,0,0,0.0212
1001,40,410657309,1765642215.966187,0,0,0.0250
1001,41,410658291,1765642216.947421,0,0,0.0214
1001,42,410659218,1765642217.874406,0,0,0.0184
1001,43,410660267,1765642218.923440,0,0,0.0171
1001,44,410661290,1765642219.947210,0,0,0.0162
1001,45,410660893,1765642219.549849,0,0,0.0420
1001,46,410661986,1765642220.642521,0,0,0.0192
1001,47,410662917,1765642221.573314,0,0,0.0180
1001,48,410663874,1765642222.530755,0,0,0.0180
1001,49,410664849,1765642223.505920,0,0,0.0377
1001,50,410665861,1765642224.517852,0,0,0.0359
1001,51,410666922,1765642225.578711,0,0,0.0156
1001,52,410667966,1765642226.622554,0,0,0.0179
1001,53,410668970,1765642227.626680,0,0,0.0176
1001,54,410669959,1765642228.616004,0,0,0.0344
1001,55,410670892,1765642229.548536,0,0,0.0273
1001,56,410671920,1765642230.576751,0,0,0.0271
1001,57,410673007,1765642231.663285,0,0,0.0252
1001,58,410673969,1765642232.625778,0,0,0.0250
1001,59,410674929,1765642233.585995,0,0,0.0346
1001,60,410675957,1765642234.614339,0,0,0.0378
1001,61,410677005,1765642235.661915,0,0,0.0553
1001,62,410678014,1765642236.670979,0,0,0.0198
1001,63,410679109,1765642237.766239,0,0,0.0282
1001,64,410680099,1765642238.756184,0,0,0.0336
