device_id,seq,timestamp,arrival_time,duplicate_flag,gap_flag,out_of_order_flag,cpu_ms_per_report
1001,1,1765314872,1765314872.3595405,0,0,0,0.0000
1001,2,1765314873,1765314873.3481097,0,0,0,0.0000
1001,3,1765314874,1765314874.4026506,0,0,0,0.0000
1001,4,1765314875,1765314875.4772253,0,0,0,0.0000
1001,5,1765314876,1765314876.411531,0,0,0,0.0000
1001,6,1765314877,1765314877.326615,0,0,0,0.0000
1001,7,1765314878,1765314878.3961928,0,0,0,0.0000
1001,8,1765314879,1765314879.3425074,0,0,0,0.0000
1001,9,1765314880,1765314880.3598478,0,0,0,0.0000
1001,10,1765314881,1765314881.2923791,0,0,0,0.0000
1001,11,1765314882,1765314882.2084887,0,0,0,0.0000
1001,12,1765314883,1765314883.251143,0,0,0,0.0000
1001,13,1765314884,1765314884.2892005,0,0,0,0.0000
1001,14,1765314885,1765314885.3714275,0,0,0,0.0000
1001,15,1765314886,1765314886.328374,0,0,0,0.0000
1001,16,1765314887,1765314887.250268,0,0,0,0.0000
1001,17,1765314888,1765314888.1842113,0,0,0,0.0000
1001,18,1765314889,1765314889.1287847,0,0,0,0.0000
1001,19,1765314890,1765314890.079307,0,0,0,0.0000
1001,20,1765314891,1765314891.0488784,0,0,0,0.0000
1001,21,1765314892,1765314892.1117632,0,0,0,0.0000
1001,22,1765314893,1765314893.145022,0,0,0,0.0000
1001,24,1765314895,1765314895.1096065,0,1,0,0.0000
1001,25,1765314896,1765314896.1828358,0,0,0,0.0000
1001,26,1765314897,1765314897.1224124,0,0,0,0.0000
1001,27,1765314898,1765314898.0337324,0,0,0,0.0000
1001,28,1765314899,1765314899.1212442,0,0,0,0.0000
1001,29,1765314900,1765314900.0918424,0,0,0,0.0000
1001,30,1765314901,1765314901.0833008,0,0,0,0.0000
1001,31,1765314902,1765314902.0585537,0,0,0,0.0000
1001,32,1765314902,1765314902.9928675,0,0,0,0.0000
1001,33,1765314904,1765314904.0789826,0,0,0,0.0000
1001,34,1765314905,1765314905.0196254,0,0,0,0.0000
1001,35,1765314906,1765314906.0540786,0,0,0,0.0000
1001,36,1765314907,1765314907.123536,0,0,0,0.0000
1001,37,1765314908,1765314908.2023156,0,0,0,0.0000
1001,38,1765314909,1765314909.2236297,0,0,0,0.0000
1001,39,1765314910,1765314910.1794844,0,0,0,0.0000
1001,40,1765314911,1765314911.2374525,0,0,0,0.0000
1001,41,1765314912,1765314912.185722,0,0,0,0.0000
1001,42,1765314913,1765314913.153345,0,0,0,0.0000
1001,43,1765314914,1765314914.0702884,0,0,0,0.0000
1001,44,1765314915,1765314915.1692057,0,0,0,0.0000
1001,45,1765314916,1765314916.2557302,0,0,0,0.0000
1001,46,1765314917,1765314917.2170968,0,0,0,0.0000
1001,47,1765314918,1765314918.1769345,0,0,0,0.0000
1001,48,1765314919,1765314919.212584,0,0,0,0.0000
1001,49,1765314920,1765314920.2977655,0,0,0,0.0000
1001,50,1765314921,1765314921.330697,0,0,0,0.0000
1001,51,1765314922,1765314922.2750156,0,0,0,0.0000
1001,52,1765314923,1765314923.303766,0,0,0,0.0000
1001,53,1765314924,1765314924.383373,0,0,0,0.0000
1001,55,1765314926,1765314926.5226727,0,1,0,0.0000
1001,56,1765314927,1765314927.5628138,0,0,0,0.0000
1001,57,1765314928,1765314928.6473866,0,0,0,0.0000
1001,58,1765314929,1765314929.616014,0,0,0,0.0000
1001,59,1765314930,1765314930.671687,0,0,0,0.0000
1001,60,1765314931,1765314931.7703161,0,0,0,0.0000
1001,61,1765314932,1765314932.7287114,0,0,0,0.0000
1001,62,1765314933,1765314933.6965292,0,0,0,0.0000
1001,63,1765314934,1765314934.655861,0,0,0,0.0000
1001,64,1765314935,1765314935.7076552,0,0,0,0.0000
1001,66,1765314937,1765314937.6316183,0,1,0,0.0000
1001,67,1765314938,1765314938.6361332,0,0,0,0.0000
1001,68,1765314939,1765314939.6726542,0,0,0,0.0000
1001,69,1765314940,1765314940.7135627,0,0,0,0.0000
