device_id,seq,timestamp,arrival_time,duplicate_flag,gap_flag,cpu_ms_per_report
1001,0,411607316,1765643165.973136,0,0,0.0349
1001,1,411608246,1765643166.903176,0,0,0.0300
1001,2,411609349,1765643168.006037,0,0,0.0790
1001,4,411611215,1765643169.871592,0,1,0.0290
1001,5,411612313,1765643170.969565,0,0,0.0318
1001,7,411614261,1765643172.918226,0,1,0.0308
1001,8,411615179,1765643173.835307,0,0,0.0258
1001,9,411614750,1765643173.406410,0,0,0.0208
1001,10,411615695,1765643174.352378,0,0,0.0414
1001,11,411616697,1765643175.353976,0,0,0.0332
1001,12,411617653,1765643176.309597,0,0,0.0312
1001,13,411618752,1765643177.408287,0,0,0.0308
1001,14,411619735,1765643178.391776,0,0,0.0251
1001,15,411620791,1765643179.447579,0,0,0.0260
1001,16,411621719,1765643180.375456,0,0,0.0279
1001,17,411622673,1765643181.329815,0,0,0.0319
1001,18,411623734,1765643182.390986,0,0,0.0570
1001,19,411624644,1765643183.300479,0,0,0.0255
1001,20,411625557,1765643184.213924,0,0,0.0320
1001,21,411626599,1765643185.256182,0,0,0.0240
1001,22,411627520,1765643186.177283,0,0,0.0294
1001,23,411628540,1765643187.197302,0,0,0.0402
1001,26,411631494,1765643190.150749,0,1,0.0278
1001,27,411632425,1765643191.081243,0,0,0.0218
1001,28,411633364,1765643192.020918,0,0,0.0301
1001,29,411634339,1765643192.995989,0,0,0.0473
1001,31,411636390,1765643195.046535,0,1,0.1381
1001,32,411637306,1765643195.963131,0,0,0.0288
1001,33,411638251,1765643196.907434,0,0,0.0211
1001,34,411639196,1765643197.852944,0,0,0.0305
1001,35,411640162,1765643198.819046,0,0,0.0345
1001,36,411641112,1765643199.768789,0,0,0.0264
1001,37,411642093,1765643200.749497,0,0,0.0286
1001,38,411643186,1765643201.843507,0,0,0.0426
1001,39,411644171,1765643202.827983,0,0,0.0208
1001,41,411646138,1765643204.795381,0,1,0.0449
1001,42,411645660,1765643204.316539,0,0,0.0283
1001,43,411646575,1765643205.231933,0,0,0.0230
1001,44,411647491,1765643206.147942,0,0,0.0226
1001,45,411648600,1765643207.256332,0,0,0.0248
1001,46,411649566,1765643208.222409,0,0,0.0193
1001,47,411650524,1765643209.180781,0,0,0.0283
1001,48,411651444,1765643210.101195,0,0,0.0255
1001,49,411652425,1765643211.081587,0,0,0.0318
1001,50,411653516,1765643212.172763,0,0,0.0312
1001,51,411654586,1765643213.243209,0,0,0.0532
1001,52,411655659,1765643214.315982,0,0,0.0516
1001,53,411656642,1765643215.299008,0,0,0.0391
1001,54,411657730,1765643216.387158,0,0,0.0238
1001,55,411658715,1765643217.371986,0,0,0.0318
1001,56,411659780,1765643218.436895,0,0,0.0202
1001,58,411661780,1765643220.436919,0,1,0.0251
1001,59,411662818,1765643221.474969,0,0,0.0226
1001,60,411663794,1765643222.451027,0,0,0.0346
1001,61,411664731,1765643223.387912,0,0,0.0296
1001,62,411665814,1765643224.471039,0,0,0.0230
1001,63,411666848,1765643225.505029,0,0,0.0495
1001,64,411667846,1765643226.503015,0,0,0.0547
1001,65,411668843,1765643227.499701,0,0,0.0200
