device_id,seq,timestamp,arrival_time,duplicate_flag,gap_flag,cpu_ms_per_report
1001,0,411014656,1765642573.312687,0,0,0.0375
1001,1,411017964,1765642576.620682,0,0,0.0401
1001,2,411023198,1765642581.854600,0,0,0.0599
1001,3,411028602,1765642587.258503,0,0,0.0643
1001,4,411033569,1765642592.225669,0,0,0.0598
1001,5,411038921,1765642597.577614,0,0,0.0323
1001,6,411043922,1765642602.578684,0,0,0.0594
1001,7,411047867,1765642606.524402,0,0,0.0617
1001,8,411053058,1765642611.715129,0,0,0.0212
1001,9,411058432,1765642617.089212,0,0,0.0299
1001,10,411063782,1765642622.439302,0,0,0.0335
1001,11,411068786,1765642627.443399,0,0,0.0565
1001,12,411074107,1765642632.764177,0,0,0.0540
