device_id,seq,timestamp,arrival_time,duplicate_flag,gap_flag,cpu_ms_per_report
1001,0,245641159,1765477199.815354,0,0,0.0317
1001,1,245642102,1765477200.758614,0,0,0.0208
1001,2,245643069,1765477201.725278,0,0,0.0160
1001,3,245644003,1765477202.659554,0,0,0.0296
1001,4,245644942,1765477203.598705,0,0,0.0210
1001,5,245645946,1765477204.602251,0,0,0.0344
1001,6,245646868,1765477205.524545,0,0,0.0159
1001,7,245647912,1765477206.568962,0,0,0.0161
1001,8,245648943,1765477207.600495,0,0,0.0423
1001,9,245649998,1765477208.654451,0,0,0.0199
1001,10,245651059,1765477209.716016,0,0,0.0185
1001,11,245652149,1765477210.805579,0,0,0.0207
1001,12,245653150,1765477211.806532,0,0,0.0162
1001,13,245654215,1765477212.871735,0,0,0.0154
1001,14,245655135,1765477213.791996,0,0,0.0226
1001,15,245656132,1765477214.788645,0,0,0.0196
1001,16,245657220,1765477215.877111,0,0,0.0195
1001,17,245658149,1765477216.805727,0,0,0.0212
1001,18,245659052,1765477217.708426,0,0,0.0211
1001,19,245660027,1765477218.683281,0,0,0.0183
1001,20,245660940,1765477219.596796,0,0,0.0232
1001,21,245662036,1765477220.692312,0,0,0.0181
1001,22,245663131,1765477221.787949,0,0,0.0208
1001,23,245664057,1765477222.713638,0,0,0.0200
1001,24,245664734,1765477223.390171,0,0,0.0155
1001,25,245665641,1765477224.297504,0,0,0.0156
1001,26,245666634,1765477225.290586,0,0,0.0154
1001,27,245667650,1765477226.306367,0,0,0.0155
1001,28,245668720,1765477227.376923,0,0,0.0161
1001,29,245669629,1765477228.286179,0,0,0.0151
1001,30,245670563,1765477229.219660,0,0,0.0159
1001,31,245671575,1765477230.231213,0,0,0.0152
1001,32,245672674,1765477231.330612,0,0,0.0164
1001,33,245673579,1765477232.236119,0,0,0.0150
1001,34,245674577,1765477233.233726,0,0,0.0160
1001,35,245675668,1765477234.324802,0,0,0.0152
1001,36,245676619,1765477235.276038,0,0,0.0153
1001,37,245677589,1765477236.245630,0,0,0.0148
1001,38,245678565,1765477237.221541,0,0,0.0321
1001,39,245679526,1765477238.183111,0,0,0.0339
1001,40,245680592,1765477239.248465,0,0,0.0153
1001,41,245681554,1765477240.210712,0,0,0.0146
1001,42,245682459,1765477241.115705,0,0,0.0180
1001,43,245683442,1765477242.098994,0,0,0.0153
1001,44,245684496,1765477243.152867,0,0,0.0151
1001,45,245685446,1765477244.103164,0,0,0.0150
1001,46,245686435,1765477245.091723,0,0,0.0155
1001,47,245687474,1765477246.130263,0,0,0.0162
1001,48,245688414,1765477247.070796,0,0,0.0157
1001,49,245689420,1765477248.076353,0,0,0.0207
1001,50,245690371,1765477249.028103,0,0,0.0159
1001,51,245691470,1765477250.126561,0,0,0.0209
1001,52,245692530,1765477251.186792,0,0,0.0279
1001,53,245693566,1765477252.222552,0,0,0.0153
1001,54,245694506,1765477253.162478,0,0,0.0157
1001,55,245695543,1765477254.199597,0,0,0.0149
1001,56,245696564,1765477255.220929,0,0,0.0210
1001,57,245697468,1765477256.124518,0,0,0.0257
1001,58,245698390,1765477257.046629,0,0,0.0151
1001,59,245699402,1765477258.058583,0,0,0.0202
1001,60,245700420,1765477259.076624,0,0,0.0150
1001,61,245701462,1765477260.118510,0,0,0.0178
1001,62,245702480,1765477261.136715,0,0,0.0188
1001,63,245703452,1765477262.109147,0,0,0.0249
1001,64,245704461,1765477263.117715,0,0,0.0192
1001,65,245705481,1765477264.137479,0,0,0.0153
