device_id,seq,timestamp,arrival_time,duplicate_flag,gap_flag,cpu_ms_per_report
1001,0,411673337,1765643231.993593,0,0,0.0434
1001,1,411674315,1765643232.971682,0,0,0.0201
1001,2,411675320,1765643233.976640,0,0,0.0257
1001,3,411676255,1765643234.911556,0,0,0.0186
1001,4,411675771,1765643234.428081,0,0,0.0332
1001,6,411677839,1765643236.496055,0,1,0.0255
1001,7,411678827,1765643237.483934,0,0,0.0164
1001,8,411679905,1765643238.561954,0,0,0.0161
1001,9,411680988,1765643239.644996,0,0,0.0429
1001,10,411681971,1765643240.628056,0,0,0.0385
1001,11,411682882,1765643241.538504,0,0,0.0159
1001,12,411683830,1765643242.486628,0,0,0.0163
1001,13,411684926,1765643243.582526,0,0,0.0198
1001,14,411685913,1765643244.569890,0,0,0.0317
1001,15,411686858,1765643245.514986,0,0,0.0246
1001,16,411687891,1765643246.548114,0,0,0.0291
1001,17,411688912,1765643247.568534,0,0,0.0427
1001,18,411690012,1765643248.668287,0,0,0.0315
1001,19,411690978,1765643249.635070,0,0,0.0480
1001,20,411692047,1765643250.703555,0,0,0.0339
1001,21,411693026,1765643251.683306,0,0,0.0398
1001,22,411693952,1765643252.609218,0,0,0.0354
1001,23,411694974,1765643253.630475,0,0,0.0411
1001,24,411696023,1765643254.679622,0,0,0.0693
1001,25,411696964,1765643255.621211,0,0,0.0270
1001,26,411697963,1765643256.620085,0,0,0.0340
1001,27,411698932,1765643257.589055,0,0,0.0238
1001,28,411699911,1765643258.567625,0,0,0.1231
1001,29,411700869,1765643259.525552,0,0,0.0283
1001,30,411701911,1765643260.567713,0,0,0.0258
1001,31,411702867,1765643261.523618,0,0,0.0350
1001,32,411703933,1765643262.589272,0,0,0.0213
1001,33,411704965,1765643263.621338,0,0,0.0270
1001,34,411706071,1765643264.727768,0,0,0.0402
1001,36,411706593,1765643265.249775,0,1,0.0492
1001,37,411707646,1765643266.302474,0,0,0.0421
1001,38,411708589,1765643267.245669,0,0,0.0295
1001,39,411709646,1765643268.302753,0,0,0.0218
1001,40,411710706,1765643269.362558,0,0,0.0248
1001,42,411712781,1765643271.437505,0,1,0.0292
1001,43,411713880,1765643272.537096,0,0,0.0325
1001,44,411714925,1765643273.582249,0,0,0.0429
1001,45,411715847,1765643274.503902,0,0,0.0307
1001,46,411716777,1765643275.433553,0,0,0.0271
1001,47,411717715,1765643276.371546,0,0,0.0296
1001,48,411718642,1765643277.299270,0,0,0.0312
1001,50,411720674,1765643279.330758,0,1,0.0286
1001,51,411721748,1765643280.404733,0,0,0.0334
1001,52,411722667,1765643281.323460,0,0,0.0315
1001,53,411723629,1765643282.285916,0,0,0.0299
1001,54,411724702,1765643283.359440,0,0,0.0422
1001,55,411725771,1765643284.427758,0,0,0.0316
1001,56,411726769,1765643285.425636,0,0,0.0517
1001,57,411727722,1765643286.378638,0,0,0.0228
1001,59,411729720,1765643288.377082,0,1,0.0350
1001,60,411730670,1765643289.327110,0,0,0.0315
1001,61,411731658,1765643290.314576,0,0,0.0240
1001,62,411732620,1765643291.276445,0,0,0.0317
1001,63,411733680,1765643292.336842,0,0,0.0557
1001,64,411734649,1765643293.306116,0,0,0.0223
