device_id,seq,timestamp,arrival_time,duplicate_flag,gap_flag,out_of_order_flag,cpu_ms_per_report
1001,0,165247576,1765396806.232569,0,0,0,0.0330
1001,1,165248649,1765396807.305842,0,0,0,0.0286
1001,2,165249574,1765396808.230194,0,0,0,0.0192
1001,3,165250657,1765396809.313860,0,0,0,0.0266
1001,4,165251600,1765396810.256752,0,0,0,0.0241
1001,5,165252512,1765396811.169645,0,0,0,0.0696
1001,6,165253450,1765396812.107290,0,0,0,0.0196
1001,7,165252713,1765396811.369723,0,0,0,0.0193
1001,8,165253753,1765396812.409670,0,0,0,0.0795
1001,9,165254846,1765396813.503117,0,0,0,0.0245
1001,10,165255917,1765396814.573919,0,0,0,0.0595
1001,11,165256985,1765396815.641854,0,0,0,0.0195
1001,12,165257904,1765396816.560569,0,0,0,0.0228
1001,13,165258838,1765396817.494477,0,0,0,0.0240
1001,14,165259922,1765396818.578383,0,0,0,0.0231
1001,15,165260917,1765396819.573345,0,0,0,0.0213
1001,16,165261995,1765396820.652090,0,0,0,0.0149
1001,17,165263079,1765396821.736190,0,0,0,0.0263
1001,18,165264071,1765396822.727404,0,0,0,0.0233
1001,19,165265177,1765396823.833553,0,0,0,0.0208
1001,20,165266216,1765396824.873010,0,0,0,0.0229
1001,21,165267221,1765396825.877663,0,0,0,0.0201
1001,22,165268297,1765396826.953598,0,0,0,0.0245
1001,23,165269299,1765396827.955687,0,0,0,0.0398
1001,24,165270378,1765396829.034630,0,0,0,0.0187
1001,25,165271295,1765396829.952011,0,0,0,0.0237
1001,26,165272363,1765396831.020014,0,0,0,0.0185
1001,27,165273351,1765396832.007809,0,0,0,0.0282
1001,28,165274402,1765396833.059182,0,0,0,0.0342
1001,29,165275496,1765396834.152860,0,0,0,0.0144
1001,30,165276468,1765396835.124603,0,0,0,0.0257
1001,31,165277433,1765396836.090191,0,0,0,0.0233
1001,32,165278432,1765396837.088233,0,0,0,0.0144
1001,33,165279507,1765396838.164033,0,0,0,0.0286
1001,34,165280585,1765396839.241595,0,0,0,0.0191
1001,35,165281534,1765396840.190503,0,0,0,0.0175
1001,36,165282510,1765396841.166451,0,0,0,0.0300
1001,37,165283557,1765396842.213685,0,0,0,0.0211
1001,38,165282683,1765396841.339244,0,0,0,0.0203
1001,39,165283718,1765396842.374681,0,0,0,0.0553
1001,40,165284720,1765396843.376698,0,0,0,0.0153
1001,41,165285662,1765396844.318379,0,0,0,0.0268
1001,42,165286567,1765396845.223669,0,0,0,0.0154
1001,43,165287516,1765396846.172384,0,0,0,0.0202
1001,44,165288530,1765396847.186542,0,0,0,0.0151
1001,45,165289476,1765396848.132658,0,0,0,0.0256
1001,46,165290480,1765396849.136352,0,0,0,0.0191
1001,47,165291442,1765396850.099228,0,0,0,0.0294
1001,48,165292478,1765396851.134546,0,0,0,0.0194
1001,49,165293566,1765396852.222448,0,0,0,0.0145
1001,50,165294543,1765396853.200230,0,0,0,0.0265
1001,51,165295601,1765396854.258178,0,0,0,0.0196
1001,52,165296509,1765396855.166150,0,0,0,0.0212
1001,53,165297604,1765396856.261017,0,0,0,0.0272
1001,54,165298520,1765396857.177009,0,0,0,0.0210
1001,55,165299556,1765396858.213161,0,0,0,0.0337
1001,56,165300616,1765396859.272654,0,0,0,0.0585
1001,57,165301635,1765396860.291331,0,0,0,0.0206
1001,58,165302541,1765396861.197573,0,0,0,0.0226
1001,59,165303492,1765396862.148547,0,0,0,0.0203
1001,60,165304582,1765396863.238632,0,0,0,0.0230
1001,61,165305601,1765396864.258014,0,0,0,0.0213
1001,62,165306519,1765396865.175283,0,0,0,0.0249
1001,63,165307553,1765396866.209342,0,0,0,0.0240
1001,64,165308498,1765396867.154518,0,0,0,0.0231
1001,65,165309541,1765396868.197859,0,0,0,0.0450
1001,66,165310464,1765396869.120620,0,0,0,0.0213
1001,67,165311417,1765396870.074197,0,0,0,0.0236
1001,68,165312375,1765396871.031800,0,0,0,0.0294
1001,69,165313327,1765396871.983427,0,0,0,0.0179
