device_id,seq,timestamp,arrival_time,duplicate_flag,gap_flag,cpu_ms_per_report
1001,0,410948552,1765642507.208247,0,0,0.0362
1001,1,410953436,1765642512.092911,0,0,0.0275
1001,2,410956909,1765642515.565947,0,0,0.0160
1001,3,410961607,1765642520.264333,0,0,0.0383
1001,4,410967052,1765642525.709181,0,0,0.0322
1001,5,410971721,1765642530.377430,0,0,0.0177
1001,6,410977099,1765642535.756432,0,0,0.0427
1001,7,410981859,1765642540.516243,0,0,0.0285
1001,8,410985348,1765642544.004533,0,0,0.0213
1001,9,410990614,1765642549.271053,0,0,0.0245
1001,10,410995448,1765642554.105101,0,0,0.0152
1001,11,411000204,1765642558.860437,0,0,0.0152
1001,12,411004818,1765642563.474928,0,0,0.0147
1001,13,411009659,1765642568.315872,0,0,0.0201
