device_id,seq,timestamp,arrival_time,duplicate_flag,gap_flag,cpu_ms_per_report
1001,0,411079328,1765642637.984220,0,0,0.0317
1001,1,411083899,1765642642.555693,0,0,0.0234
1001,2,411089053,1765642647.709918,0,0,0.0302
1001,3,411093909,1765642652.566303,0,0,0.0557
1001,4,411099312,1765642657.968782,0,0,0.0615
1001,5,411104675,1765642663.332546,0,0,0.0563
1001,6,411107755,1765642666.412372,0,0,0.0548
1001,7,411112565,1765642671.222129,0,0,0.0355
1001,8,411117718,1765642676.375351,0,0,0.0424
1001,9,411123165,1765642681.822139,0,0,0.0394
1001,10,411127810,1765642686.467051,0,0,0.0224
1001,11,411132634,1765642691.290856,0,0,0.0157
1001,12,411137954,1765642696.610579,0,0,0.0152
