device_id,seq,timestamp,arrival_time,duplicate_flag,gap_flag,cpu_ms_per_report
1001,0,410882408,1765642441.064730,0,0,0.0336
1001,1,410887348,1765642446.005093,0,0,0.0367
1001,2,410892723,1765642451.379775,0,0,0.0693
1001,3,410896320,1765642454.976982,0,0,0.0246
1001,4,410901302,1765642459.958609,0,0,0.0223
1001,5,410906752,1765642465.409261,0,0,0.0581
1001,6,410911321,1765642469.977774,0,0,0.0179
1001,7,410916690,1765642475.347152,0,0,0.0443
1001,8,410921626,1765642480.282727,0,0,0.0146
1001,9,410925456,1765642484.112844,0,0,0.0202
1001,10,410930492,1765642489.148571,0,0,0.0364
1001,11,410935852,1765642494.508783,0,0,0.0409
1001,12,410941012,1765642499.668863,0,0,0.0248
