device_id,seq,timestamp,arrival_time,duplicate_flag,gap_flag,cpu_ms_per_report
1001,0,410684536,1765642243.192339,0,0,0.0343
1001,1,410685441,1765642244.098204,0,0,0.0283
1001,2,410686372,1765642245.028904,0,0,0.0192
1001,3,410687414,1765642246.070343,0,0,0.0212
1001,4,410688520,1765642247.177254,0,0,0.0611
1001,5,410689578,1765642248.235104,0,0,0.0238
1001,6,410690625,1765642249.281595,0,0,0.0149
1001,7,410691725,1765642250.382345,0,0,0.0392
1001,8,410692682,1765642251.338399,0,0,0.0212
1001,9,410692262,1765642250.919296,0,0,0.0421
1001,10,410693371,1765642252.027638,0,0,0.0410
1001,11,410694317,1765642252.974207,0,0,0.0205
1001,12,410695371,1765642254.028162,0,0,0.0658
1001,13,410696341,1765642254.997651,0,0,0.0274
1001,14,410697444,1765642256.100931,0,0,0.0415
1001,15,410698494,1765642257.151229,0,0,0.0379
1001,16,410699581,1765642258.237799,0,0,0.0419
1001,17,410700583,1765642259.239364,0,0,0.0257
1001,18,410701689,1765642260.346333,0,0,0.0338
1001,19,410702641,1765642261.297296,0,0,0.0147
1001,20,410703564,1765642262.220652,0,0,0.0173
1001,21,410704525,1765642263.182252,0,0,0.0253
1001,22,410705507,1765642264.163420,0,0,0.0327
1001,23,410706505,1765642265.162302,0,0,0.0392
1001,24,410707485,1765642266.141733,0,0,0.0333
1001,25,410708476,1765642267.132982,0,0,0.0366
1001,26,410709429,1765642268.085448,0,0,0.0205
1001,27,410710534,1765642269.191272,0,0,0.0420
1001,28,410711614,1765642270.270718,0,0,0.0212
1001,29,410712717,1765642271.373474,0,0,0.0157
1001,30,410713800,1765642272.456364,0,0,0.0193
1001,31,410714707,1765642273.363688,0,0,0.0240
1001,32,410715680,1765642274.336416,0,0,0.0213
1001,33,410716781,1765642275.437685,0,0,0.0291
1001,34,410717717,1765642276.373489,0,0,0.0183
1001,35,410718665,1765642277.322021,0,0,0.0257
1001,36,410719726,1765642278.382373,0,0,0.0224
1001,37,410720782,1765642279.438982,0,0,0.0275
1001,38,410721791,1765642280.448031,0,0,0.0386
1001,39,410722867,1765642281.523423,0,0,0.0262
1001,40,410723791,1765642282.447453,0,0,0.0204
1001,41,410724889,1765642283.545293,0,0,0.0193
1001,42,410725979,1765642284.635952,0,0,0.0211
1001,43,410726926,1765642285.582299,0,0,0.0280
1001,44,410728001,1765642286.658380,0,0,0.0395
1001,45,410728925,1765642287.582251,0,0,0.0261
1001,46,410730023,1765642288.680608,0,0,0.0675
1001,47,410730959,1765642289.616058,0,0,0.0299
1001,48,410731904,1765642290.560814,0,0,0.0310
1001,49,410732826,1765642291.483102,0,0,0.0247
1001,50,410733785,1765642292.442067,0,0,0.0252
1001,51,410734730,1765642293.386494,0,0,0.0290
1001,52,410735735,1765642294.391489,0,0,0.0487
1001,53,410736806,1765642295.462989,0,0,0.0425
1001,54,410737821,1765642296.478163,0,0,0.1181
1001,55,410738773,1765642297.429424,0,0,0.0264
1001,56,410739804,1765642298.461202,0,0,0.0210
1001,57,410739188,1765642297.845593,0,0,0.0513
1001,58,410740188,1765642298.845129,0,0,0.0260
1001,59,410741143,1765642299.800272,0,0,0.0301
1001,60,410742098,1765642300.755005,0,0,0.0266
1001,61,410743092,1765642301.748612,0,0,0.0320
1001,62,410744146,1765642302.802250,0,0,0.0286
1001,63,410745086,1765642303.743112,0,0,0.0301
1001,64,410746137,1765642304.793744,0,0,0.0200
