device_id,seq,timestamp,arrival_time,duplicate_flag,gap_flag,cpu_ms_per_report
1001,0,411541219,1765643099.875721,0,0,0.0348
1001,1,411542186,1765643100.842682,0,0,0.0382
1001,2,411543313,1765643101.969781,0,0,0.0249
1001,3,411544302,1765643102.958759,0,0,0.0318
1001,4,411545263,1765643103.920078,0,0,0.0274
1001,5,411546308,1765643104.964348,0,0,0.0281
1001,6,411547383,1765643106.039736,0,0,0.0252
1001,7,411548474,1765643107.130531,0,0,0.0181
1001,8,411549405,1765643108.061872,0,0,0.0305
1001,9,411550508,1765643109.164930,0,0,0.0340
1001,10,411551635,1765643110.291696,0,0,0.0494
1001,11,411552627,1765643111.283521,0,0,0.0236
1001,12,411553663,1765643112.319760,0,0,0.0582
1001,13,411553144,1765643111.801209,0,0,0.0301
1001,14,411554183,1765643112.840465,0,0,0.0519
1001,15,411555241,1765643113.897954,0,0,0.0294
1001,16,411556274,1765643114.931273,0,0,0.0515
1001,17,411557272,1765643115.929303,0,0,0.0418
1001,18,411558321,1765643116.977927,0,0,0.0541
1001,19,411559352,1765643118.008533,0,0,0.0141
1001,20,411560323,1765643118.980201,0,0,0.0325
1001,21,411561406,1765643120.063281,0,0,0.0302
1001,22,411562423,1765643121.079248,0,0,0.0207
1001,23,411563474,1765643122.131334,0,0,0.0417
1001,24,411564553,1765643123.210172,0,0,0.0567
1001,25,411565516,1765643124.172518,0,0,0.0338
1001,26,411566593,1765643125.249346,0,0,0.0205
1001,27,411567647,1765643126.303778,0,0,0.0668
1001,28,411568572,1765643127.228399,0,0,0.0244
1001,29,411569693,1765643128.350095,0,0,0.0262
1001,30,411570625,1765643129.281364,0,0,0.0218
1001,31,411571711,1765643130.367453,0,0,0.0222
1001,32,411572720,1765643131.376793,0,0,0.0384
1001,33,411573637,1765643132.294075,0,0,0.0183
1001,34,411574585,1765643133.241745,0,0,0.0214
1001,35,411575508,1765643134.165039,0,0,0.0153
1001,36,411576532,1765643135.188693,0,0,0.0303
1001,38,411578388,1765643137.044313,0,1,0.0196
1001,39,411579476,1765643138.132739,0,0,0.0147
1001,40,411580438,1765643139.094767,0,0,0.0181
1001,41,411581515,1765643140.171415,0,0,0.0255
1001,42,411582476,1765643141.132336,0,0,0.0255
1001,43,411583527,1765643142.183478,0,0,0.0305
1001,44,411584549,1765643143.206040,0,0,0.0222
1001,45,411583980,1765643142.636837,0,0,0.0178
1001,46,411585040,1765643143.697194,0,0,0.0181
1001,47,411586106,1765643144.763194,0,0,0.0149
1001,48,411587144,1765643145.800795,0,0,0.0317
1001,50,411589080,1765643147.736982,0,1,0.0213
1001,51,411590038,1765643148.694435,0,0,0.0261
1001,52,411591019,1765643149.675506,0,0,0.0303
1001,53,411592033,1765643150.689418,0,0,0.0292
1001,54,411593011,1765643151.667930,0,0,0.0260
1001,55,411594111,1765643152.768328,0,0,0.0551
1001,56,411595099,1765643153.756307,0,0,0.0343
1001,57,411596088,1765643154.744874,0,0,0.0195
1001,58,411597080,1765643155.736903,0,0,0.0344
1001,59,411598026,1765643156.682518,0,0,0.0252
1001,60,411599118,1765643157.774493,0,0,0.0305
1001,61,411600172,1765643158.828537,0,0,0.0368
1001,62,411601261,1765643159.917683,0,0,0.0244
1001,63,411602343,1765643160.999563,0,0,0.0212
